"date","team","opponent","goals_scored","location","match_weight"
2017-02-17,"Bangladesh","Malaysia",1,"N",1
2017-02-18,"Malaysia","Singapore",4,"A",1
2017-02-28,"Montenegro","Albania",3,"A",1
2017-03-01,"Switzerland","Belgium",2,"N",1
2017-03-01,"Italy","Korea DPR",0,"N",1
2017-03-01,"Austria","Korea Republic",0,"N",1
2017-03-01,"Scotland","New Zealand",3,"N",1
2017-03-01,"France","England",2,"N",2
2017-03-01,"Germany","USA",0,"A",2
2017-03-01,"Canada","Denmark",1,"N",1
2017-03-01,"China PR","Netherlands",0,"N",1
2017-03-01,"Iceland","Norway",1,"N",1
2017-03-01,"Sweden","Australia",1,"N",2
2017-03-01,"Thailand","Myanmar",0,"A",1
2017-03-01,"Northern Ireland","Slovakia",0,"N",1
2017-03-01,"Republic of Ireland","Czech Republic",2,"N",1
2017-03-01,"Slovenia","Chinese Taipei",5,"N",1
2017-03-01,"Spain","Japan",2,"N",1
2017-03-01,"Russia","Portugal",1,"A",1
2017-03-01,"Wales","Hungary",2,"N",1
2017-03-02,"Azerbaijan","United Arab Emirates",3,"A",1
2017-03-03,"Hungary","Republic of Ireland",0,"N",1
2017-03-03,"Belgium","Italy",4,"N",1
2017-03-03,"Korea DPR","Switzerland",0,"N",1
2017-03-03,"Denmark","Portugal",6,"A",1
2017-03-03,"Sweden","China PR",0,"N",1
2017-03-03,"Slovakia","Slovenia",2,"N",1
2017-03-03,"Czech Republic","Wales",0,"N",1
2017-03-03,"New Zealand","Austria",0,"N",1
2017-03-03,"Chinese Taipei","Northern Ireland",0,"N",1
2017-03-03,"Kosovo","Romania",0,"N",1
2017-03-03,"Iceland","Japan",0,"N",1
2017-03-03,"Netherlands","Australia",2,"N",1
2017-03-03,"Canada","Russia",2,"N",1
2017-03-03,"Korea Republic","Scotland",2,"N",1
2017-03-03,"Norway","Spain",0,"N",1
2017-03-04,"England","USA",1,"A",2
2017-03-04,"Germany","France",0,"N",2
2017-03-05,"Azerbaijan","United Arab Emirates",1,"A",1
2017-03-05,"Finland","Serbia",1,"A",1
2017-03-05,"Kosovo","Turkey",2,"A",1
2017-03-05,"Romania","Poland",2,"N",1
2017-03-06,"Belgium","Korea DPR",1,"N",1
2017-03-06,"Switzerland","Italy",6,"N",1
2017-03-06,"Korea Republic","New Zealand",2,"N",1
2017-03-06,"Scotland","Austria",3,"N",1
2017-03-06,"Chinese Taipei","Slovakia",0,"N",1
2017-03-06,"Moldova","Georgia",1,"A",1
2017-03-06,"Wales","Republic of Ireland",0,"N",1
2017-03-06,"Slovenia","Northern Ireland",4,"N",1
2017-03-06,"Bosnia and Herzegovina","Croatia",0,"A",1
2017-03-06,"Spain","Iceland",0,"N",1
2017-03-06,"Japan","Norway",2,"N",1
2017-03-06,"Netherlands","Sweden",1,"N",1
2017-03-06,"Australia","China PR",2,"N",1
2017-03-06,"Hungary","Czech Republic",2,"N",1
2017-03-06,"Canada","Portugal",0,"A",1
2017-03-06,"Denmark","Russia",6,"N",1
2017-03-07,"England","Germany",0,"N",2
2017-03-07,"France","USA",3,"A",2
2017-03-07,"Poland","Turkey",2,"A",1
2017-03-08,"Korea Republic","Switzerland",0,"N",1
2017-03-08,"Norway","Portugal",2,"A",1
2017-03-08,"Russia","Sweden",0,"N",1
2017-03-08,"Denmark","Australia",1,"N",1
2017-03-08,"China PR","Iceland",1,"N",1
2017-03-08,"Hungary","New Zealand",1,"N",1
2017-03-08,"Czech Republic","Italy",2,"N",1
2017-03-08,"Slovenia","Croatia",1,"A",1
2017-03-08,"Republic of Ireland","Korea DPR",0,"N",1
2017-03-08,"Wales","Scotland",0,"N",1
2017-03-08,"Austria","Belgium",1,"N",1
2017-03-08,"Bosnia and Herzegovina","Slovakia",0,"N",1
2017-03-08,"Netherlands","Japan",3,"N",1
2017-03-08,"Canada","Spain",0,"N",1
2017-03-09,"Uzbekistan","United Arab Emirates",8,"A",1
2017-03-12,"Singapore","Hong Kong",0,"A",1
2017-03-12,"Uzbekistan","United Arab Emirates",5,"A",1
2017-03-29,"Venezuela","Trinidad and Tobago",3,"A",1
2017-04-06,"Latvia","Estonia",4,"N",3
2017-04-06,"Kosovo","Albania",2,"A",3
2017-04-06,"Andorra","Moldova",0,"N",3
2017-04-06,"Kazakhstan","Georgia",1,"A",3
2017-04-06,"Malta","Greece",0,"N",3
2017-04-06,"Turkey","Montenegro",3,"N",3
2017-04-06,"Israel","Lithuania",2,"A",3
2017-04-06,"Luxembourg","Faroe Islands",1,"A",3
2017-04-08,"Kosovo","Greece",0,"N",3
2017-04-08,"Latvia","Kazakhstan",2,"N",3
2017-04-08,"Moldova","Lithuania",2,"A",3
2017-04-08,"Malta","Albania",0,"A",3
2017-04-08,"Estonia","Georgia",1,"A",3
2017-04-08,"Montenegro","Faroe Islands",1,"A",3
2017-04-08,"Andorra","Israel",0,"N",3
2017-04-08,"Turkey","Luxembourg",9,"N",3
2017-04-11,"Malta","Kosovo",3,"N",3
2017-04-11,"Andorra","Lithuania",0,"A",3
2017-04-11,"Moldova","Israel",0,"N",3
2017-04-11,"Turkey","Faroe Islands",1,"A",3
2017-04-11,"Montenegro","Luxembourg",7,"N",3
2017-04-11,"Kazakhstan","Estonia",1,"N",3
2017-04-11,"Latvia","Georgia",1,"A",3
2017-04-11,"Greece","Albania",1,"A",3
2017-04-03,"Thailand","Palestine",6,"A",3
2017-04-03,"Uzbekistan","Hong Kong",2,"N",3
2017-04-03,"Jordan","Bahrain",6,"N",3
2017-04-03,"Myanmar","Iran",2,"N",3
2017-04-03,"Iraq","Tajikistan",0,"A",3
2017-04-03,"Syria","Singapore",0,"N",3
2017-04-03,"United Arab Emirates","Philippines",0,"N",3
2017-04-03,"India","Korea DPR",0,"A",3
2017-04-05,"Korea Republic","India",10,"N",3
2017-04-05,"Hong Kong","Korea DPR",0,"A",3
2017-04-05,"Chinese Taipei","Palestine",5,"A",3
2017-04-05,"Iran","Singapore",6,"N",3
2017-04-05,"Iraq","Philippines",0,"N",3
2017-04-05,"Bahrain","Tajikistan",4,"A",3
2017-04-05,"Syria","Vietnam",0,"A",3
2017-04-05,"United Arab Emirates","Jordan",0,"N",3
2017-04-07,"India","Uzbekistan",1,"N",3
2017-04-07,"Korea Republic","Korea DPR",1,"A",3
2017-04-07,"Syria","Myanmar",0,"N",3
2017-04-07,"Bahrain","United Arab Emirates",1,"N",3
2017-04-07,"Philippines","Tajikistan",8,"A",3
2017-04-07,"Singapore","Vietnam",0,"A",3
2017-04-07,"Chinese Taipei","Thailand",0,"N",3
2017-04-07,"Iraq","Jordan",0,"N",3
2017-04-09,"Korea Republic","Hong Kong",6,"N",3
2017-04-09,"Uzbekistan","Korea DPR",0,"A",3
2017-04-09,"Singapore","Myanmar",0,"N",3
2017-04-09,"Iran","Vietnam",1,"A",3
2017-04-10,"United Arab Emirates","Iraq",3,"N",3
2017-04-10,"Jordan","Tajikistan",10,"A",3
2017-04-10,"Bahrain","Philippines",1,"N",3
2017-04-11,"Hong Kong","India",0,"N",3
2017-04-11,"Uzbekistan","Korea Republic",0,"N",3
2017-04-11,"Iran","Syria",12,"N",3
2017-04-11,"Myanmar","Vietnam",0,"A",3
2017-04-12,"Philippines","Jordan",1,"N",3
2017-04-12,"United Arab Emirates","Tajikistan",1,"A",3
2017-04-12,"Iraq","Bahrain",0,"N",3
2017-04-05,"Northern Ireland","Wales",1,"A",1
2017-04-05,"Slovenia","Hungary",2,"A",1
2017-04-06,"Iceland","Slovakia",2,"A",1
2017-04-06,"Russia","USA",0,"A",1
2017-04-06,"Croatia","China PR",0,"A",1
2017-04-06,"Bulgaria","Cyprus",1,"A",1
2017-04-06,"Canada","Sweden",1,"A",2
2017-04-07,"France","Netherlands",2,"A",1
2017-04-07,"Finland","Poland",0,"A",1
2017-04-07,"Italy","England",1,"A",1
2017-04-08,"Spain","Belgium",4,"A",1
2017-04-09,"Croatia","China PR",1,"A",1
2017-04-09,"Costa Rica","Japan",0,"A",1
2017-04-09,"Canada","Germany",1,"A",2
2017-04-09,"Russia","USA",1,"A",1
2017-04-09,"Bolivia","Brazil",0,"A",1
2017-04-10,"Slovakia","Republic of Ireland",0,"A",1
2017-04-10,"Switzerland","Norway",1,"A",1
2017-04-10,"Austria","England",0,"A",1
2017-04-11,"Poland","Belarus",4,"A",1
2017-04-11,"Iceland","Netherlands",0,"A",1
2017-04-11,"Finland","Denmark",0,"A",1
2017-04-11,"Scotland","Belgium",0,"A",1
2017-05-22,"Nepal","Malaysia",1,"A",1
2017-05-24,"Nepal","Malaysia",1,"A",1
